Upload a Plant Leaf Image,Disease Prediction,timestamp
.gradio\flagged\Upload a Plant Leaf Image\2d6c9e8e4780d353f9ba\image.png,"{""label"": null, ""confidences"": null}",2026-04-17 23:27:56.265509
